iid,aircraft,model,flight_date,damage,airline,dep_airport,origin_state,flight_phase,wildlife_size,sky_conditions,pilot_warned_flag,altitude_ft,heavy_flag,impact
315880,Airplane,CL-600,8/4/11 0:00,No damage,BUSINESS,JOHNSTOWN-CAMBRIA,Pennsylvania,Climb,Small,Some Cloud,N,30,No,None
315309,Airplane,A-319,8/5/11 0:00,No damage,US AIRWAYS,GREATER ROCHESTER INTL,New York,Take-off run,Small,No Cloud,N,0,No,None
315446,Airplane,B-737-700,8/5/11 0:00,No damage,AMERICAN AIRLINES,CHICAGO O'HARE INTL ARPT,Illinois,Take-off run,Small,Some Cloud,Y,0,Yes,Other
315308,Airplane,A-320,8/5/11 0:00,No damage,US AIRWAYS,PORTLAND INTL (OR),Oregon,Approach,Medium,Some Cloud,N,"2,300",No,None
315445,Airplane,B-737-800,8/5/11 0:00,No damage,AMERICAN AIRLINES,PHILADELPHIA INTL,Pennsylvania,Approach,Small,No Cloud,Y,"3,000",Yes,None
314586,Airplane,EMB-135,8/5/11 0:00,No damage,AMERICAN EAGLE AIRLINES,PENSACOLA REGIONAL,Florida,Approach,Small,No Cloud,Y,50,No,None
314895,Airplane,A-320,8/5/11 0:00,No damage,DELTA AIR LINES,NEW ORLEANS INTL,Louisiana,Approach,Small,No Cloud,Y,100,No,None
315449,Airplane,BE-200 KING,8/5/11 0:00,No damage,BUSINESS,FAIRBANKS INTL ARPT,Alaska,Landing Roll,Small,Some Cloud,Y,0,No,None
315310,Airplane,A-319,8/5/11 0:00,No damage,US AIRWAYS,CHARLOTTE/DOUGLAS INTL ARPT,North Carolina,Take-off run,Small,Overcast,Y,0,No,None
315457,Airplane,GULFAERO IV,8/5/11 0:00,No damage,BUSINESS,BURKE LAKEFRONT,Ohio,Landing Roll,Small,No Cloud,Y,0,No,None
314585,Airplane,C-340,8/5/11 0:00,Damage,BUSINESS,EAST HAMPTON ARPT,New York,Landing Roll,Large,No Cloud,Y,0,No,Other
315127,Airplane,CL-RJ100/200,8/6/11 0:00,No damage,PINNACLE,YEAGER ARPT,West Virginia,Landing Roll,Small,Overcast,N,0,No,None
315123,Airplane,EMB-145,8/6/11 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),GEORGE BUSH INTERCONTINENTAL,Texas,Landing Roll,Small,No Cloud,Y,0,No,None
315315,Airplane,MD-83,8/6/11 0:00,No damage,AMERICAN AIRLINES,LOUISVILLE INTL ARPT,Kentucky,Take-off run,Small,Overcast,Y,0,No,None
315313,Airplane,MD-83,8/6/11 0:00,No damage,ALLEGIANT AIR,LOVELL FIELD ARPT,Tennessee,Approach,Small,Some Cloud,N,"1,000",No,None
315126,Airplane,CRJ-440,8/6/11 0:00,No damage,MESABA AIRLINES,QUAD CITY ARPT,Illinois,Take-off run,Small,Overcast,Y,0,No,None
314595,Airplane,CL-RJ100/200,8/6/11 0:00,No damage,MESABA AIRLINES,QUAD CITY ARPT,Illinois,Approach,Small,Some Cloud,Y,500,No,None
315316,Airplane,EMB-135,8/6/11 0:00,No damage,AMERICAN EAGLE AIRLINES,QUAD CITY ARPT,Illinois,Landing Roll,Small,Some Cloud,Y,0,No,None
315133,Airplane,DHC8 DASH 8,8/6/11 0:00,No damage,US CUSTOMS AND BORDER PROTECTION,THE FLORIDA KEYS MARATHON,Florida,Climb,Small,Some Cloud,N,"1,500",No,None
315124,Airplane,EMB-145,8/6/11 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),GEORGE BUSH INTERCONTINENTAL,Texas,Landing Roll,Small,No Cloud,Y,0,No,None
315130,Airplane,HAWKER 800,8/6/11 0:00,No damage,BUSINESS,TETERBORO AIRPORT,New Jersey,Landing Roll,Small,Overcast,Y,0,No,None
314592,Airplane,B-737-700,8/6/11 0:00,No damage,SOUTHWEST AIRLINES,PHILADELPHIA INTL,Pennsylvania,Climb,Small,No Cloud,N,50,Yes,None
315467,Airplane,CL-RJ100/200,8/7/11 0:00,No damage,PSA AIRLINES,PHILADELPHIA INTL,Pennsylvania,Take-off run,Small,Overcast,N,0,No,None
315468,Airplane,B-737-300,8/7/11 0:00,No damage,SOUTHWEST AIRLINES,NASHVILLE INTL,Tennessee,Approach,Small,No Cloud,N,500,Yes,None
315471,Airplane,A-319,8/7/11 0:00,No damage,US AIRWAYS,PHOENIX SKY HARBOR,Arizona,Descent,Small,Some Cloud,N,"7,000",No,None
314594,Airplane,EMB-145,8/7/11 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),WASHINGTON DULLES INTL ARPT,DC,Take-off run,Small,Some Cloud,Y,0,No,None
315135,Airplane,ATR-72,8/7/11 0:00,No damage,AMERICAN EAGLE AIRLINES,KEY WEST INTL ARPT,Florida,Approach,Small,No Cloud,Y,25,No,None
319527,Airplane,C-402,8/7/11 0:00,Damage,CAPE AIR,WILLIAMSON COUNTY REGIONAL,Illinois,Climb,Medium,Some Cloud,N,"1,000",No,Precautionary Landing
315233,Airplane,CL-RJ100/200,8/8/11 0:00,No damage,SKYWEST AIRLINES,LINCOLN MUNICIPAL,Nebraska,Take-off run,Small,No Cloud,N,0,No,None
314600,Airplane,BE-200 KING,8/8/11 0:00,No damage,BUSINESS,NORTH BIG HORN COUNTY ARPT,Wyoming,Landing Roll,Small,No Cloud,N,0,No,None
315483,Airplane,B-717-200,8/8/11 0:00,No damage,HAWAIIAN AIR,HILO INTL ARPT,Hawaii,Landing Roll,Small,Overcast,N,0,No,None
314598,,EC-135,,No damage,,,West Virginia,,,Some Cloud,,,,
315477,Airplane,EMB-145,8/8/11 0:00,No damage,CHAUTAUQUA AIRLINES,HARRISBURG INTL,Pennsylvania,Landing Roll,Small,No Cloud,Y,0,No,None
315488,Airplane,B-737-700,8/8/11 0:00,No damage,SOUTHWEST AIRLINES,LAMBERT-ST LOUIS INTL,Missouri,Approach,Small,No Cloud,Y,10,Yes,None
315484,Airplane,A-320,8/8/11 0:00,No damage,JETBLUE AIRWAYS,JOHN F KENNEDY INTL,New York,Landing Roll,Medium,Some Cloud,Y,0,No,None
315494,Airplane,EMB-170,8/8/11 0:00,No damage,US AIRWAYS,SARASOTA-BRADENTON,Florida,Take-off run,Small,Overcast,Y,0,No,None
315476,Airplane,EMB-145,8/8/11 0:00,No damage,AMERICAN EAGLE AIRLINES,KANSAS CITY INTL,Missouri,Landing Roll,Small,Some Cloud,Y,0,No,None
317657,,ROBINSON R22,,Damage,,,Hawaii,,,No Cloud,,,,
315235,Airplane,C-172,8/9/11 0:00,No damage,BUSINESS,MYRTLE BEACH INTL,South Carolina,Approach,Small,No Cloud,N,100,No,None
315508,Airplane,PA-28,8/9/11 0:00,No damage,BUSINESS,KENDALL-TAMIAMI EXECUTIVE ARPT,Florida,Take-off run,Small,Some Cloud,Y,0,No,Aborted Take-off
315511,Airplane,EMB-145,8/9/11 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),EPPLEY AIRFIELD,Nebraska,Landing Roll,Small,No Cloud,Y,0,No,None
315523,Airplane,B-757-200,8/9/11 0:00,No damage,UNITED AIRLINES,JOHN F KENNEDY INTL,New York,Landing Roll,Small,Overcast,Y,0,Yes,None
315521,Airplane,B-737-300,8/9/11 0:00,No damage,SOUTHWEST AIRLINES,DALLAS LOVE FIELD ARPT,Texas,Climb,Medium,No Cloud,Y,"2,000",Yes,None
315519,Airplane,BE-200 KING,8/9/11 0:00,No damage,BUSINESS,TRENTON MERCER ARPT,New Jersey,Landing Roll,Small,No Cloud,N,0,No,None
314604,Airplane,EMB-145,8/9/11 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),GENERAL MITCHELL INTL,Wisconsin,Climb,Small,Some Cloud,Y,50,No,None
315505,Airplane,CL-RJ100/200,8/9/11 0:00,No damage,ATLANTIC SOUTHEAST,LEHIGH VALLEY INTL,Pennsylvania,Landing Roll,Small,Some Cloud,Y,0,No,None
315512,Airplane,EMB-145,8/9/11 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),GERALD R FORD INTL,Michigan,Take-off run,Small,Some Cloud,Y,0,No,None
315504,Airplane,MD-83,8/9/11 0:00,No damage,AMERICAN AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Landing Roll,Small,No Cloud,Y,0,No,None
315514,Airplane,C-560,8/9/11 0:00,No damage,BUSINESS,LAURENCE G HANSCOM,Massachusetts,Landing Roll,Medium,Some Cloud,N,0,No,None
315517,Airplane,CL-RJ100/200,8/9/11 0:00,No damage,PINNACLE,LINCOLN MUNICIPAL,Nebraska,Landing Roll,Small,No Cloud,Y,0,No,None
315536,Airplane,A-320,8/10/11 0:00,No damage,JETBLUE AIRWAYS,JOHN F KENNEDY INTL,New York,Take-off run,Small,No Cloud,N,0,No,None
314608,Airplane,EMB-190,8/10/11 0:00,No damage,JETBLUE AIRWAYS,GREATER ROCHESTER INTL,New York,Take-off run,Small,No Cloud,N,0,No,None
315537,Airplane,B-737-700,8/10/11 0:00,No damage,SOUTHWEST AIRLINES,HOUSTON-HOBBY,Texas,Approach,Small,No Cloud,Y,700,Yes,None
315540,Airplane,EMB-190,8/10/11 0:00,No damage,US AIRWAYS,LOGAN INTL,Massachusetts,Approach,Small,Overcast,N,"3,000",No,None
315527,Airplane,CL-RJ700,8/10/11 0:00,No damage,AMERICAN EAGLE AIRLINES,PHILADELPHIA INTL,Pennsylvania,Climb,Small,No Cloud,N,10,No,None
315885,Airplane,A-320,8/10/11 0:00,No damage,US AIRWAYS,CHARLOTTE/DOUGLAS INTL ARPT,North Carolina,Approach,Small,No Cloud,N,100,No,None
315236,Airplane,DA-50 FALCON,8/10/11 0:00,Damage,BUSINESS,COLUMBUS METRO,Georgia,Take-off run,Small,Some Cloud,N,0,No,None
314619,Airplane,A-320,8/11/11 0:00,No damage,JETBLUE AIRWAYS,JOHN F KENNEDY INTL,New York,Approach,Medium,No Cloud,N,500,No,None
315543,Airplane,B-717-200,8/11/11 0:00,No damage,AIRTRAN AIRWAYS,HUNTSVILLE INTL,Alabama,Approach,Small,No Cloud,N,"1,000",No,None
315556,Airplane,MD-88,8/11/11 0:00,No damage,BUSINESS,LAKELAND LINDER REGIONAL,Florida,Take-off run,Small,No Cloud,N,0,No,None
314894,Airplane,B-737-800,8/11/11 0:00,No damage,CONTINENTAL AIRLINES,NEW ORLEANS INTL,Louisiana,Approach,Small,No Cloud,Y,200,Yes,None
315550,Airplane,MD-82,8/11/11 0:00,No damage,AMERICAN AIRLINES,BALTIMORE WASH INTL,Maryland,Approach,Small,No Cloud,Y,300,No,None
315559,Airplane,A-320,8/11/11 0:00,No damage,FRONTIER AIRLINES,DENVER INTL AIRPORT,Colorado,Take-off run,Small,No Cloud,Y,0,No,None
315564,Airplane,B-737-700,8/11/11 0:00,No damage,SOUTHWEST AIRLINES,LONG ISLAND MAC ARTHUR,New York,Landing Roll,Small,Some Cloud,Y,0,Yes,None
314613,Airplane,CL-RJ100/200,8/11/11 0:00,No damage,AIR WISCONSIN AIRLINES,WILMINGTON INTL,North Carolina,Take-off run,Small,No Cloud,N,0,No,None
315560,Airplane,CL-RJ700,8/11/11 0:00,No damage,GOJET AIRLINES,AUSTIN-BERGSTROM INTL,Texas,Approach,Small,Overcast,N,50,No,None
314612,Airplane,ATR-72,8/11/11 0:00,No damage,EXECUTIVE AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Landing Roll,Medium,Some Cloud,Y,0,No,None
315558,Airplane,BE-1900,8/11/11 0:00,No damage,BUSINESS,GROTON-NEW LONDON AR,Connecticut,Climb,Small,Some Cloud,Y,5,No,None
315545,Airplane,CL-RJ100/200,8/11/11 0:00,No damage,AIR WISCONSIN AIRLINES,WESTCHESTER COUNTY ARPT,New York,Approach,Small,Some Cloud,Y,10,No,None
314614,Airplane,MD-83,8/11/11 0:00,No damage,ALLEGIANT AIR,ORLANDO SANFORD INTL AIRPORT,Florida,Landing Roll,Small,Some Cloud,Y,0,No,None
314626,Airplane,B-737-800,8/11/11 0:00,Damage,ALASKA AIRLINES,SACRAMENTO INTL,California,Climb,Large,No Cloud,Y,50,Yes,Precautionary Landing
315886,Airplane,CL-RJ700,8/11/11 0:00,No damage,PSA AIRLINES,CHARLOTTE/DOUGLAS INTL ARPT,North Carolina,Landing Roll,Small,No Cloud,N,0,No,None
315887,Airplane,A-320,8/11/11 0:00,No damage,SPIRIT AIRLINES,LAGUARDIA NY,New York,Approach,Small,Some Cloud,Y,400,No,None
315889,Airplane,B-737-800,8/12/11 0:00,No damage,CONTINENTAL AIRLINES,CLEVELAND-HOPKINS INTL ARPT,Ohio,Approach,Medium,No Cloud,Y,50,Yes,None
315578,Airplane,EMB-145,8/12/11 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),PENSACOLA REGIONAL,Florida,Landing Roll,Medium,No Cloud,N,0,No,None
315577,Airplane,BE-400 BJET,8/12/11 0:00,No damage,BUSINESS,GOSHEN MUNICIPAL ARPT,Indiana,Take-off run,Small,Some Cloud,N,0,No,None
315572,Airplane,B-757-200,8/12/11 0:00,No damage,AMERICAN AIRLINES,CHICAGO O'HARE INTL ARPT,Illinois,Climb,Small,Overcast,N,10,Yes,None
314653,Airplane,B-767-300,8/12/11 0:00,No damage,UNITED AIRLINES,SAN FRANCISCO INTL ARPT,California,Landing Roll,Medium,Some Cloud,Y,0,Yes,None
315583,Airplane,CL-RJ100/200,8/12/11 0:00,No damage,PSA AIRLINES,MCGHEE TYSON ARPT,Tennessee,Approach,Small,No Cloud,Y,300,No,None
315586,Airplane,B-737-700,8/12/11 0:00,No damage,SOUTHWEST AIRLINES,PHILADELPHIA INTL,Pennsylvania,Climb,Small,No Cloud,Y,200,Yes,None
314645,Airplane,EMB-135,8/12/11 0:00,No damage,AMERICAN EAGLE AIRLINES,NW ARKANSAS REGIONAL,Arkansas,Approach,Small,No Cloud,N,50,No,None
315573,Airplane,B-757-200,8/12/11 0:00,No damage,AMERICAN AIRLINES,GRANTLEY ADAMS BARBA,N/A,Approach,Small,No Cloud,N,1,Yes,None
315582,Airplane,CL-RJ100/200,8/12/11 0:00,No damage,PINNACLE,ALBANY INTL,New York,Take-off run,Small,No Cloud,Y,0,No,None
314624,Airplane,B-737-200,8/12/11 0:00,No damage,ALOHA AIR CARGO,HONOLULU INTL ARPT,Hawaii,Take-off run,Small,Some Cloud,Y,0,Yes,Aborted Take-off
315579,Airplane,EMB-145,8/12/11 0:00,Damage,EXPRESSJET (CONTINENTAL EXPRS),GULFPORT BILOXI REGIONAL,Mississippi,Landing Roll,Small,No Cloud,N,0,No,None
315602,Airplane,CL-RJ100/200,8/13/11 0:00,No damage,PINNACLE,CLEVELAND-HOPKINS INTL ARPT,Ohio,Approach,Small,Some Cloud,Y,50,No,None
314675,Airplane,EMB-145,8/13/11 0:00,No damage,AMERICAN EAGLE AIRLINES,ADAMS FIELD ARPT,Arkansas,Climb,Small,Some Cloud,N,25,No,None
315893,Airplane,B-737,8/13/11 0:00,No damage,AIRTRAN AIRWAYS,LUIS MUNOZ MARIN INTL -SAN JUAN,Puerto Rico,Approach,Small,No Cloud,N,20,Yes,None
315605,Airplane,A-319,8/13/11 0:00,No damage,US AIRWAYS,CHARLOTTE/DOUGLAS INTL ARPT,North Carolina,Take-off run,Small,Overcast,N,0,No,None
315595,Airplane,MD-83,8/13/11 0:00,No damage,AMERICAN AIRLINES,MC ALLEN MILLER INTL,Texas,Approach,Small,No Cloud,Y,"1,200",No,None
314678,Airplane,A-320,8/13/11 0:00,No damage,JETBLUE AIRWAYS,LONG BEACH-DAUGH FLD,California,Climb,Small,No Cloud,N,30,No,None
315598,Airplane,CL-RJ700,8/13/11 0:00,No damage,COMAIR AIRLINES,BLOOMINGTON/NORMAL,Illinois,Take-off run,Small,Some Cloud,Y,0,No,None
315599,Airplane,DHC8 DASH 8,8/13/11 0:00,No damage,CONTINENTAL AIRLINES,BUFFALO-NIAGARA INTL,New York,Take-off run,Small,Some Cloud,Y,0,No,None
315608,Airplane,PILATUS PC12,8/14/11 0:00,No damage,BUSINESS,MONMOUTH EXECUTIVE ARPT,New Jersey,Approach,Small,Overcast,N,25,No,None
315619,Airplane,B-737-300,8/14/11 0:00,No damage,SOUTHWEST AIRLINES,CHICAGO MIDWAY INTL ARPT,Illinois,Approach,Small,Overcast,N,100,Yes,None
315616,Airplane,B-737-300,8/14/11 0:00,No damage,SOUTHWEST AIRLINES,HOUSTON-HOBBY,Texas,Take-off run,Small,Overcast,N,0,Yes,None
315623,Airplane,LOCKHEED P3,8/14/11 0:00,No damage,US CUSTOMS AND BORDER PROTECTION,CORPUS CHRISTI NAS/TRUAX FIELD,Texas,Approach,Small,Some Cloud,N,500,No,None
314689,Airplane,A-320,8/14/11 0:00,No damage,JETBLUE AIRWAYS,LAGUARDIA NY,New York,Approach,Medium,Overcast,Y,200,No,None
314692,Airplane,B-737-700,8/14/11 0:00,No damage,SOUTHWEST AIRLINES,PHOENIX SKY HARBOR,Arizona,Approach,Medium,No Cloud,N,"3,000",Yes,None
315611,Airplane,CL-RJ100/200,8/14/11 0:00,No damage,COMAIR AIRLINES,OUTAGAMIE COUNTY REGIONAL,Wisconsin,Landing Roll,Small,Some Cloud,N,0,No,None
315606,Airplane,B-737-700,8/14/11 0:00,No damage,AIRTRAN AIRWAYS,LAGUARDIA NY,New York,Take-off run,Medium,Overcast,Y,0,Yes,None
314688,Airplane,A-320,8/14/11 0:00,No damage,FRONTIER AIRLINES,DENVER INTL AIRPORT,Colorado,Approach,Medium,No Cloud,Y,25,No,None
314686,Airplane,MD-82,8/14/11 0:00,No damage,AMERICAN AIRLINES,DENVER INTL AIRPORT,Colorado,Take-off run,Small,No Cloud,Y,0,No,None
314687,Airplane,B-757-200,8/14/11 0:00,No damage,CONTINENTAL AIRLINES,NEWARK LIBERTY INTL ARPT,New Jersey,Approach,Small,Overcast,Y,50,Yes,None
315634,Airplane,B-737-500,8/15/11 0:00,Damage,BUSINESS,HENDERSON FIELD,Prince Edward Island,Approach,Medium,No Cloud,N,30,Yes,None
314702,Airplane,A-320,8/15/11 0:00,No damage,US AIRWAYS,PHILADELPHIA INTL,Pennsylvania,Landing Roll,Small,Some Cloud,N,0,No,None
315631,Airplane,EMB-145,8/15/11 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),CLEVELAND-HOPKINS INTL ARPT,Ohio,Approach,Small,Overcast,Y,300,No,None
315633,Airplane,C-172,8/15/11 0:00,No damage,BUSINESS,JOHN WAYNE AIRPORT,California,Take-off run,Small,No Cloud,N,0,No,None
315627,Airplane,B-737-800,8/15/11 0:00,No damage,AMERICAN AIRLINES,MIAMI INTL,Florida,Take-off run,Small,Some Cloud,N,0,Yes,None
315632,Airplane,CL-RJ900,8/15/11 0:00,No damage,MESABA AIRLINES,EPPLEY AIRFIELD,Nebraska,Landing Roll,Small,Some Cloud,Y,0,No,None
314696,Airplane,A-319,8/15/11 0:00,No damage,AIR CANADA,LOS ANGELES INTL,California,Landing Roll,Small,Overcast,N,0,No,None
314698,Airplane,LEARJET-45,8/15/11 0:00,No damage,BUSINESS,BURKE LAKEFRONT,Ohio,Landing Roll,Small,No Cloud,Y,0,No,None
315985,Airplane,MD-83,8/15/11 0:00,No damage,AMERICAN AIRLINES,PORTLAND INTL (OR),Oregon,Landing Roll,Small,No Cloud,Y,0,No,None
314700,Airplane,A-320,8/15/11 0:00,No damage,JETBLUE AIRWAYS,LOGAN INTL,Massachusetts,Take-off run,Small,Overcast,Y,0,No,None
314695,Airplane,MD-83,8/15/11 0:00,Damage,AMERICAN AIRLINES,DALLAS/FORT WORTH INTL ARPT,Texas,Approach,Medium,Some Cloud,N,"2,500",No,None
315900,Airplane,B-747-400,8/15/11 0:00,No damage,ATLAS AIR,HUNTSVILLE INTL,Alabama,Take-off run,Small,No Cloud,N,0,No,None
315646,Airplane,B-737-300,8/16/11 0:00,No damage,SOUTHWEST AIRLINES,DALLAS LOVE FIELD ARPT,Texas,Approach,Medium,No Cloud,N,100,Yes,None
315212,Airplane,C-560,8/16/11 0:00,No damage,BUSINESS,LYNCHBURG REGIONAL,Virginia,Take-off run,Small,No Cloud,N,0,No,None
316317,Airplane,EMB-135,8/16/11 0:00,No damage,ADI SHUTTLE GROUP,SACRAMENTO MATHER ARPT,California,Climb,Small,No Cloud,N,100,No,None
315216,Airplane,DHC8 DASH 8,8/16/11 0:00,No damage,PIEDMONT AIRLINES,PHILADELPHIA INTL,Pennsylvania,Climb,Small,Some Cloud,N,20,No,None
315648,Airplane,A-320,8/16/11 0:00,No damage,US AIRWAYS,ATLANTA INTL,Georgia,Approach,Small,No Cloud,N,600,No,None
315643,Airplane,B-737-700,8/16/11 0:00,No damage,SOUTHWEST AIRLINES,EPPLEY AIRFIELD,Nebraska,Approach,Small,Overcast,N,300,Yes,None
315638,Airplane,DHC8 DASH 8,8/16/11 0:00,No damage,PIEDMONT AIRLINES,PHILADELPHIA INTL,Pennsylvania,Take-off run,Small,No Cloud,Y,0,No,None
314708,Airplane,CITATION EXL,8/16/11 0:00,No damage,BUSINESS,MORRISTOWN MUNICIPAL ARPT,New Jersey,Landing Roll,Small,Some Cloud,Y,0,No,None
315647,Airplane,A-320,8/16/11 0:00,No damage,US AIRWAYS,JOHN F KENNEDY INTL,New York,Climb,Small,Some Cloud,Y,10,No,None
315214,Airplane,DHC8 DASH 8,8/16/11 0:00,No damage,ISLAND AIR,MOLOKAI ARPT,Hawaii,Take-off run,Small,No Cloud,N,0,No,None
315640,Airplane,GULFSTRM 200,8/16/11 0:00,No damage,BUSINESS,HARRISBURG INTL,Pennsylvania,Landing Roll,Small,Some Cloud,Y,0,No,None
315645,Airplane,B-737-700,8/16/11 0:00,No damage,SOUTHWEST AIRLINES,NASHVILLE INTL,Tennessee,Climb,Small,No Cloud,Y,10,Yes,None
315148,Airplane,LOCKHEED C-130,8/17/11 0:00,No damage,US CUSTOMS AND BORDER PROTECTION,ST. PETERSBURG/CLEARWATER INTL,Florida,Landing Roll,Small,No Cloud,N,0,No,None
315651,Airplane,MD-82,8/17/11 0:00,No damage,AMERICAN AIRLINES,MC ALLEN MILLER INTL,Texas,Approach,Small,No Cloud,Y,100,No,None
315142,Airplane,B-737-300,8/17/11 0:00,No damage,SOUTHWEST AIRLINES,LAMBERT-ST LOUIS INTL,Missouri,Landing Roll,Small,Some Cloud,Y,0,Yes,None
315141,Airplane,B-737-300,8/17/11 0:00,No damage,SOUTHWEST AIRLINES,NASHVILLE INTL,Tennessee,Climb,Small,No Cloud,N,"7,000",Yes,None
315147,Airplane,A-319,8/17/11 0:00,No damage,US AIRWAYS,CHARLOTTE/DOUGLAS INTL ARPT,North Carolina,Climb,Small,No Cloud,N,"4,000",No,None
315146,Airplane,A-321,8/17/11 0:00,No damage,US AIRWAYS,PHILADELPHIA INTL,Pennsylvania,Approach,Small,No Cloud,N,"6,000",No,None
315143,Airplane,B-737-700,8/17/11 0:00,No damage,SOUTHWEST AIRLINES,PHILADELPHIA INTL,Pennsylvania,Approach,Small,No Cloud,N,300,Yes,None
314715,Airplane,A-319,8/17/11 0:00,No damage,US AIRWAYS,RICHMOND INTL,Virginia,Landing Roll,Small,Some Cloud,N,0,No,None
315139,Airplane,CITATION X,8/17/11 0:00,No damage,BUSINESS,STEWART INTL AIRPORT,New York,Approach,Small,No Cloud,N,10,No,None
315902,Airplane,EMB-145,8/17/11 0:00,No damage,AMERICAN EAGLE AIRLINES,FRESNO YOSEMITE INTL,California,Approach,Large,No Cloud,N,"1,000",No,None
314736,Airplane,A-319,8/18/11 0:00,No damage,US AIRWAYS,PHILADELPHIA INTL,Pennsylvania,Approach,Small,Overcast,N,"1,000",No,None
314720,Airplane,CL-RJ100/200,8/18/11 0:00,No damage,AIR WISCONSIN AIRLINES,PHILADELPHIA INTL,Pennsylvania,Approach,Small,No Cloud,Y,500,No,None
314734,Airplane,B-737-700,8/18/11 0:00,No damage,SOUTHWEST AIRLINES,SACRAMENTO INTL,California,Climb,Small,No Cloud,N,"3,000",Yes,None
314728,Airplane,C-560,8/18/11 0:00,No damage,BUSINESS,SOUTH BEND REGIONAL,Indiana,Landing Roll,Small,Some Cloud,N,0,No,None
314732,Airplane,LEARJET-31,8/18/11 0:00,No damage,BUSINESS,NEW CASTLE COUNTY,Delaware,Landing Roll,Small,Overcast,N,0,No,None
314731,Airplane,CL-RJ100/200,8/18/11 0:00,No damage,PSA AIRLINES,PITT-GREENVILLE ARPT,North Carolina,Approach,Small,No Cloud,N,25,No,None
314718,Airplane,B-717-200,8/18/11 0:00,No damage,AIRTRAN AIRWAYS,SOUTHWEST FLORIDA INTL ARPT,Florida,Take-off run,Small,Some Cloud,Y,0,No,None
314721,Airplane,B-737-800,8/18/11 0:00,No damage,ALASKA AIRLINES,SACRAMENTO INTL,California,Approach,Small,No Cloud,Y,30,Yes,None
315154,Airplane,EMB-145,8/19/11 0:00,No damage,CHAUTAUQUA AIRLINES,GENERAL MITCHELL INTL,Wisconsin,Approach,Small,No Cloud,Y,150,No,None
315906,Airplane,EMB-145,8/19/11 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),LINCOLN MUNICIPAL,Nebraska,Take-off run,Small,Some Cloud,Y,0,No,None
315151,Airplane,MD-82,8/19/11 0:00,No damage,AMERICAN AIRLINES,RALEIGH-DURHAM INTL,North Carolina,Approach,Small,No Cloud,N,500,No,None
315152,Airplane,MD-82,8/19/11 0:00,No damage,AMERICAN AIRLINES,DENVER INTL AIRPORT,Colorado,Landing Roll,Small,No Cloud,N,0,No,None
315164,Airplane,B-737-700,8/19/11 0:00,No damage,SOUTHWEST AIRLINES,JACKSON EVERS INTL,Mississippi,Approach,Small,No Cloud,N,"1,000",Yes,None
315161,Airplane,DHC8 DASH 8,8/19/11 0:00,No damage,PIEDMONT AIRLINES,PHILADELPHIA INTL,Pennsylvania,Climb,Small,No Cloud,Y,200,No,None
315158,Airplane,A-318,8/19/11 0:00,No damage,FRONTIER AIRLINES,KANSAS CITY INTL,Missouri,Approach,Small,No Cloud,Y,"1,200",No,None
315163,Airplane,GULFAERO IV,8/19/11 0:00,No damage,BUSINESS,JACKSONVILLE INTL,Florida,Climb,Small,Overcast,N,100,No,Precautionary Landing
314741,Airplane,EMB-190,8/19/11 0:00,No damage,JETBLUE AIRWAYS,SOUTHWEST FLORIDA INTL ARPT,Florida,Landing Roll,Small,Some Cloud,Y,0,No,None
314746,Airplane,A-321,8/20/11 0:00,No damage,US AIRWAYS,PHILADELPHIA INTL,Pennsylvania,Landing Roll,Medium,No Cloud,Y,0,No,None
315910,Airplane,A-320,8/20/11 0:00,No damage,US AIRWAYS,CHICAGO O'HARE INTL ARPT,Illinois,Approach,Small,Some Cloud,Y,"2,200",No,None
314745,Airplane,B-737-700,8/20/11 0:00,No damage,SOUTHWEST AIRLINES,BALTIMORE WASH INTL,Maryland,Take-off run,Small,Some Cloud,N,0,Yes,None
315170,Airplane,MD-83,8/20/11 0:00,No damage,AMERICAN AIRLINES,CHICAGO O'HARE INTL ARPT,Illinois,Approach,Small,Overcast,N,"4,000",No,None
315171,Airplane,CL-RJ900,8/20/11 0:00,No damage,ATLANTIC SOUTHEAST,BLOOMINGTON/NORMAL,Illinois,Take-off run,Small,Some Cloud,Y,0,No,None
315173,Airplane,CIRRUS SR 20/22,8/20/11 0:00,No damage,PRIVATELY OWNED,TWEED-NEW HAVEN ARPT,Connecticut,Approach,Small,No Cloud,N,"3,000",No,Other
315909,Airplane,B-717-200,8/20/11 0:00,No damage,HAWAIIAN AIR,HILO INTL ARPT,Hawaii,Landing Roll,Small,Overcast,N,0,No,None
315907,Airplane,B-737-800,8/20/11 0:00,No damage,AMERICAN AIRLINES,TORONTO/LESTER B. PEARSON INTL,Ontario,Approach,Small,No Cloud,Y,"2,000",Yes,None
